Index,processed_text
5758,bjp worry say userabpnewstv . repeat know give 2 3 6 seat hashtag trp hashtag
5759,userveggujju userm0diambani thank adadni support modi ji hashtag ask kejri hashtag declare fund source ask hc
5760,crush say baar rahul gandhi ko p . bna elongate cahiye congress bjp aap
5761,aap state capital raipur protest agnst bjp gvt infrnt vidhansabha pic number
5762,bjp userswamy39 sushma swaraj expose congress scam . yet kejriwal say r back stage friend . wth ?
5763,salute uservasundharabjp ban cow slaughter rajasthan ! repeat vande gau mataram hashtag hdl hashtag bjp
5764,dear bjp supporter fall trick pay medium mean stay united . believe bjp modi keep work hashtag modi hashtag time .
5765,"bjp apologize mistake muslim . rahul gandhi apologize nahi , admit . arvind kejriwal dharna mistake , !"
5766,add salman khurshid list people help bjp khurshid call modi impotent today number .
5767,watch hashtag operation prime minister hashtag shock number see politician bjp congress manipulate opinion poll . uservinodkapri
5768,hashtag operation prime minister hashtag realize bjp get less project seat actuals hashtag aaptards hashtag still project win number delhi
5769,narendra modi expose arvind kejriwal corruption congress bjp game plan
5770,sims number easter egg trailer sims number arrival via useryoutube
5771,"problem hindu fanatic userbjprajnathsingh offer apology muslims humility virtue , guy . bjp hashtag modi tv hashtag"
5772,good news ! repeat userddnewslive hashtag nasa hashtag launch water relate satellite collaboration hashtag isro hashtag
5773,deal school friday ?
5774,understand shinde pain crush medium . give 5 0 0 cr dole able counter challenge hashtag modi tv hashtag bjp hashtag hdl hashtag
5775,"hashtag modi tv hashtag conspiracy namo , collective conspiracy bjp , bjp always right laughter hashtag operation prime minister hashtag"
5776,corruption bjp lead state survey number ti userpriyankaaap useraamaadmiparty userparulbajaj useriamanarchist useraartic02
5777,"userpathanasmakhan welcome procession hashtag veer savarkar hashtag , solapur , date . hashtag vande mataram hashtag hashtag jai hind hashtag"
5778,hashtag operation prime minister hashtag expose bjp gvl nasimha rao poll agency drs india . pls rt
5779,narendra modi southern march woo three region india . dmdk board bjp lead bjp
5780,"result surprise everyone , dedicated worker give ticket say bjp pres shri laxmikant bajpai ."
5781,"huge momentum build userncbn , head clean sweep ap bjp leader must thank sushma number destroy alliance"
5782,"colonial , jehadis naxal master stroke create aap bjp nda usernarendramodi would get number seat number"
5783,usersanjatpatnaik pew research predict landslide bjp victory . userswamy39
5784,people often fail spend much time read inspirational quote oppose achieve goal . pacey number userheartboi
5785,esto e twitter win e !
5786,"accord userpewglobal , broad support bjp lead next indian govt across region"
5787,bjp check realdatill ephedrine disformers witch ensure day eat pacific ocean fish post fukushima .
5788,"bjp supporter gandhi pakistanis read anti indian . yes , read right . modi wave laugh"
5789,bjp go flat number
5790,"rt userdkgdelhi colonial , jehadis naxal master stroke create aap bjp nda usernarendramodi would get number seat number"
5791,". userbjp get early , bro hashtag bitcoin hashtag"
5792,hashtag impotent hashtag mr hashtag salman hashtag hashtag khurshid hashtag ? usersalmankhurshid
5793,hashtag impotent hashtag mr hashtag salman hashtag hashtag khurshid hashtag ? usersalmankhurshid
5794,usershahnawazbjp number candidate finalise 1 st list lok sabha election bjp cec meeting hold today .
5795,modi top google keyword search . repeat
5796,modi bjp nourish parivarvad shehjada . aap fight . useraamaadmiparty userjoinaap hashtag yo guj developed hashtag
5797,"bjp give yet another chance guess ideology , fail multiple attempt"
5798,"hearty congratulation bjp respect member wish best , namo number pm"
5799,bjp 1 st list ls2014 . modi name go miss . repeat example lead back ? repeat
5800,twice marry paswan tie separate modi lead nda . goa bjp candidate declare . congress ncp susegad goans !
5801,modi get ticket ls2014 ? bjp think field safe version . repeat rajya sabha number happy
5802,bjp expose modi abuse paswan joined hand paswan hashtag yo guj developed hashtag
5803,"get document show bjp leader illegally occupy govt land , b visit dc south mcd 2 morrow demand action per h promise ."
5804,bjp nominate hashtag mumbai northeast hashtag hashtag lok sabha hashtag request support blessing fully serve people nation !
5805,great news ! another feather bjp former army chief general v . k . singh join bjp date
5806,"make bck denver safe sound glory god , congrats new skywest team !"
5807,good see former army chief going2 join bjp whereas anti national maoist join aap . hashtag yo guj developed hashtag usertajinderbagga
5808,"goa bjp l candidate fight last poll advani leader pm candidate , find bjp 1 st list ! modification ?"
5809,train service eastern railway malda asansol division partially affect bjp rail roko stir bihar friday
5810,"raja muzaffar bhat , traitor protest hanging afzal guru contest parliament election nationalist ? aap ! repeat"
5811,"large people attend namo rally hubli , resemble ocean , good speech modi cover local issue common man"
5812,interest ! repeat modi speak bjp get vote rahul speaks . repeat bjp get vote
5813,never person need put someone else make look good
5814,"maharashtra bjp launch online donation presence gopinath munde , devendraji shainanc"
5815,"bombay hc nagpur bench say day distress see man lose daughter , still deny parole . . dutt ?"
5816,"hear grand pa iron man advani nowadays , seem hit iron rod bjp honeymoon season ! repeat"
5817,"former chief army , retired gen k singh join bjp date . get ticket ls election . break news modi buy gen k singh"
5818,please part movement mission participation donation
5819,tdp tilt towards bjp anger muslims hindu
5820,"tn . bjp strive hard forge formidable poll alliance increase strength fight dmk , aiadmk congress ."
5821,good number welcome rakhi sawant vk singh bjp den dawood ibrahim arun gawli hashtag anti nationalist aap hashtag mt user2kunalc
5822,great team rt userashutoshvbajpai patriotic bjp
5823,userkanchangupta interesting . userdarthcoder2 ukranian citizen message shri usernarendramodi hashtag namo lucknow hashtag
5824,"hashtag vk hashtag singh join hashtag bjp hashtag , say nationalist party india v k sing userbjymstudycircle"
5825,kese din aagaye hia . repeat chetan bhagat anchor rakhi sawant bjp leader rahul ga want become pm . repeat god save dis contry
5826,former bjp chief bangaru laxman dy
5827,bjp leader praise rakhi sawant . repeat felt like pic roll floor laughing
5828,rakhi sawant join bjp . vijayakanth party nw nda . whts happen nw ? bjp wave modi wave ? hw r govrnment .
5829,someone tell rakhi sawant bjp blow job party .
5830,kese din aagaye hia . repeat chetan bhagat anchor rakhi sawant bjp leader rahul ga want become pm . repeat god save dis contry
5831,stage number hr hashtag namo lucknow hashtag
5832,"jaisi jiski soch . repeat rt usersiddharthgotam bjp along bjp parivar join rakhi sawant , people must believe best thing bjp"
5833,good morning
5834,"modi say want see silicon valley india , rakhi sawant join bjp ."
5835,"rakhi sawant join hashtag bjp hashtag . sunny leone join hashtag aap hashtag , percent transparent nothing hide . wink"
5836,"dear bjp , forget yet . pic give immense energy work aap ."
5837,one man army communal rss bjp congress general secretary userdigvijaya28 ji
5838,right userdrrajpurohit one man army communal rss bjp congress general secretary userdigvijaya28 ji
5839,care indian cricket team loose 2 pakis . soldier win da war . jai jawan b nationalist vote bjp
5840,bad way publicity userbjpharyana rt usermanojsirsa indian national congress hashtag congress mukt bharat hashtag
5841,modi cancel usernewslaundry intvw . n bjp frnds abuse ndtv n ak comment section .
5842,udit raj article jagran join bjp .
5843,netaji talk secularism bjp bt happen hashtag gsv hashtag knp student would secularism acc .
5844,ljp bjp alliance witness unprecedented failure hashtag bihar hashtag
5845,big consequence attack aap bjp aap hit back modi . bjp focus corruption congress . hashtag advise hashtag
5846,indians become strong fan bjp live outside india ? hashtag hdl hashtag hashtag namo hashtag time
5847,"election advertising market worth number cr sam balsara , cmd , madison . money spend congress bjp . massive corruption !"
5848,every party politician mr . modi ? mr . kejriwal ask qus bjp rule nation last 1 0 year hashtag kejriwal kanpur hashtag
5849,"bjp troll know launch personal attack ask straight question attack personally , retard goon bjp"
5850,hi ! repeat nice pic . repeat
5851,smt . sulochana bhat state bjp vice prez smt . kamala bhat prabhakar bhat wife hashtag jag ruth hindu sangam hashtag
5852,"hashtag torrent scam hashtag bjp far behind , anti corrptn crusader r yedyurappa , apang , gadkari , paswan , badals , thackreys"
5853,congress bjp hand glove stop aap ? percent yes csds poll ! aap
5854,defend minister hashtag defense hashtag hashtag minister hashtag ?
5855,defend minister hashtag defense hashtag hashtag minister hashtag ?
5856,ek modi rally ka . repeat jaha bjp say lakh ppls attend rally . repeat
5857,right vision ? repeat support ? repeat retweet
5858,userthetroublehere rakhi sawant think bjp stand ? boob job plastic .
5859,"sonia gandhi great bharat nirman , every single indian leave r . number debt . even newborn !"
5860,tomorrow first district game team northwest ! girl play number boy time ! come support ! bjp
5861,political party caries religion name call secular ! repeat bharatiya janata party ?
5862,yes . repeat feku . bjp sick
5863,kishan reddy challenge owaisi contest amberpet latter confident popularity
5864,"absolutely userpragnik bjp decide appoint modi pm candidate without bother ally , day bjp decide become strong ."
5865,bjp bharat jalao party inc india nocho congress .
5866,bjp stand justice harmony . every attempt bjp downplay hashtag pay medium hashtag hashtag save doctor hashtag hashtag isliye modi hashtag
5867,"come good governance accountability , bjp prove mettle . repeat appreciate kiran bediji faith bjp . hashtag namo hashtag time"
5868,"userynakg . repeat telangana , bjp , asia cup anni pack . repeat popular right top hyderabad . repeat hashtag happy birthdayy nak g hashtag"
5869,number state modi n rakhi usershreegawde busy discuss economic policy rakhi sawant bjp usernavendusingh userchetanbhagat
5870,happen insult userbjp intelligence
5871,bjp learn srk haar kar jeetne wale ko baazigar kehte hain . hashtag wait expertise hashtag
5872,rakhi sawant join bjp ? dumb people suppose join congress ?
5873,social medium sponsor bjp apco worldwide usa congress dentsu japan aap aam aadmi india . hashtag fb live chat k hashtag
5874,akshy kumar join bjp ? india tv report . repeat
5875,bjp plan make basis poll date phase announcement modi campaign candidate selection determine aap future
5876,"sheila ji reward governor part gift congress , resistance bjp , complete disrespect number people verdict ."
5877,bhartiya janta party shall henceforth call bhartitya modi party bjp corrupt let u support modi party .
